"","Disease","Date","State","Cases","Rates"
"2180","Chlamydial infection",2020-02-29,"SA",598,34.1
"2181","Gonococcal infection",2020-02-29,"SA",122,7
"2182","Syphilis < 2 years",2020-02-29,"SA",14,0.8
"2183","Syphilis > 2 years or unspecified duration",2020-02-29,"SA",3,0.2
"2184","Influenza (laboratory confirmed)",2020-02-29,"SA",528,30.1
"2185","Mumps",2020-02-29,"SA",3,0.2
"2186","Pertussis",2020-02-29,"SA",30,1.7
"2187","Pneumococcal disease (invasive)",2020-02-29,"SA",7,0.4
"2188","Rotavirus",2020-02-29,"SA",47,2.7
"2189","Varicella zoster (chickenpox)",2020-02-29,"SA",35,2
"2190","Varicella zoster (shingles)",2020-02-29,"SA",300,17.1
"2191","Varicella zoster (unspecified)",2020-02-29,"SA",8,0.5
"2192","Dengue virus infection",2020-02-29,"SA",6,0.3
"2193","Hepatitis B (unspecified)",2020-01-31,"SA",23,1.3
"2194","Hepatitis C (newly acquired)",2020-01-31,"SA",3,0.2
"2195","Hepatitis C (unspecified)",2020-01-31,"SA",18,1
"2196","Campylobacteriosis",2020-01-31,"SA",287,16.4
"2197","Cryptosporidiosis",2020-01-31,"SA",13,0.7
"2198","STEC",2020-01-31,"SA",32,1.8
"2199","Salmonellosis",2020-01-31,"SA",94,5.4
"2200","Shigellosis",2020-01-31,"SA",32,1.8
"2201","Legionellosis",2020-01-31,"SA",5,0.3
"2202","Tuberculosis",2020-01-31,"SA",6,0.3
"2203","Chlamydial infection",2020-01-31,"SA",556,31.7
"2204","Gonococcal infection",2020-01-31,"SA",183,10.4
"2205","Syphilis < 2 years",2020-01-31,"SA",19,1.1
"2206","Syphilis > 2 years or unspecified duration",2020-01-31,"SA",11,0.6
"2207","Influenza (laboratory confirmed)",2020-01-31,"SA",419,23.9
"2208","Pertussis",2020-01-31,"SA",26,1.5
"2209","Pneumococcal disease (invasive)",2020-01-31,"SA",5,0.3
"2210","Rotavirus",2020-01-31,"SA",100,5.7
"2211","Varicella zoster (chickenpox)",2020-01-31,"SA",48,2.7
"2212","Varicella zoster (shingles)",2020-01-31,"SA",291,16.6
"2213","Varicella zoster (unspecified)",2020-01-31,"SA",6,0.3
"2214","Chikungunya virus infection",2020-01-31,"SA",3,0.2
"2215","Dengue virus infection",2020-01-31,"SA",5,0.3
"2216","Hepatitis B (unspecified)",2019-12-31,"SA",12,0.7
"2217","Hepatitis C (newly acquired)",2019-12-31,"SA",3,0.2
"2218","Hepatitis C (unspecified)",2019-12-31,"SA",19,1.1
"2219","Campylobacteriosis",2019-12-31,"SA",284,16.2
"2220","Cryptosporidiosis",2019-12-31,"SA",12,0.7
"2221","STEC",2019-12-31,"SA",27,1.5
"2222","Salmonellosis",2019-12-31,"SA",85,4.9
"2223","Shigellosis",2019-12-31,"SA",17,1
"2224","Legionellosis",2019-12-31,"SA",5,0.3
"2225","Tuberculosis",2019-12-31,"SA",11,0.6
"2226","Chlamydial infection",2019-12-31,"SA",419,23.9
"2227","Gonococcal infection",2019-12-31,"SA",159,9.1
"2228","Syphilis < 2 years",2019-12-31,"SA",16,0.9
"2229","Syphilis > 2 years or unspecified duration",2019-12-31,"SA",8,0.5
"2230","Influenza (laboratory confirmed)",2019-12-31,"SA",445,25.4
"2231","Pertussis",2019-12-31,"SA",19,1.1
"2232","Pneumococcal disease (invasive)",2019-12-31,"SA",12,0.7
"2233","Rotavirus",2019-12-31,"SA",163,9.3
"2234","Varicella zoster (chickenpox)",2019-12-31,"SA",47,2.7
"2235","Varicella zoster (shingles)",2019-12-31,"SA",265,15.1
"2236","Varicella zoster (unspecified)",2019-12-31,"SA",19,1.1
"2237","Dengue virus infection",2019-12-31,"SA",5,0.3
"2238","Malaria",2019-12-31,"SA",5,0.3
"2239","Hepatitis B (unspecified)",2019-11-30,"SA",23,1.3
"2240","Hepatitis C (newly acquired)",2019-11-30,"SA",3,0.2
"2241","Hepatitis C (unspecified)",2019-11-30,"SA",27,1.5
"2242","Campylobacteriosis",2019-11-30,"SA",287,16.4
"2243","Cryptosporidiosis",2019-11-30,"SA",13,0.7
"2244","STEC",2019-11-30,"SA",23,1.3
"2245","Salmonellosis",2019-11-30,"SA",73,4.2
"2246","Shigellosis",2019-11-30,"SA",22,1.3
"2247","Legionellosis",2019-11-30,"SA",5,0.3
"2248","Tuberculosis",2019-11-30,"SA",8,0.5
"2249","Chlamydial infection",2019-11-30,"SA",492,28.1
"2250","Gonococcal infection",2019-11-30,"SA",197,11.2
"2251","Syphilis < 2 years",2019-11-30,"SA",18,1
"2252","Syphilis > 2 years or unspecified duration",2019-11-30,"SA",9,0.5
"2253","Influenza (laboratory confirmed)",2019-11-30,"SA",578,33
"2254","Pertussis",2019-11-30,"SA",24,1.4
"2255","Pneumococcal disease (invasive)",2019-11-30,"SA",9,0.5
"2256","Rotavirus",2019-11-30,"SA",184,10.5
"2257","Varicella zoster (chickenpox)",2019-11-30,"SA",72,4.1
"2258","Varicella zoster (shingles)",2019-11-30,"SA",306,17.5
"2259","Varicella zoster (unspecified)",2019-11-30,"SA",11,0.6
"2260","Dengue virus infection",2019-11-30,"SA",7,0.4
"2261","Malaria",2019-11-30,"SA",3,0.2
"2262","Ross River virus infection",2019-11-30,"SA",5,0.3
"2263","Hepatitis B (unspecified)",2019-10-31,"SA",34,1.9
"2264","Hepatitis C (unspecified)",2019-10-31,"SA",28,1.6
"2265","Campylobacteriosis",2019-10-31,"SA",295,16.8
"2266","Cryptosporidiosis",2019-10-31,"SA",13,0.7
"2267","STEC",2019-10-31,"SA",32,1.8
"2268","Salmonellosis",2019-10-31,"SA",119,6.8
"2269","Shigellosis",2019-10-31,"SA",16,0.9
"2270","Legionellosis",2019-10-31,"SA",4,0.2
"2271","Meningococcal disease (invasive)",2019-10-31,"SA",3,0.2
"2272","Tuberculosis",2019-10-31,"SA",4,0.2
"2273","Chlamydial infection",2019-10-31,"SA",568,32.4
"2274","Gonococcal infection",2019-10-31,"SA",183,10.4
"2275","Syphilis < 2 years",2019-10-31,"SA",15,0.9
"2276","Syphilis > 2 years or unspecified duration",2019-10-31,"SA",13,0.7
"2277","Influenza (laboratory confirmed)",2019-10-31,"SA",794,45.3
"2278","Pertussis",2019-10-31,"SA",21,1.2
"2279","Pneumococcal disease (invasive)",2019-10-31,"SA",15,0.9
"2280","Rotavirus",2019-10-31,"SA",95,5.4
"2281","Varicella zoster (chickenpox)",2019-10-31,"SA",57,3.3
"2282","Varicella zoster (shingles)",2019-10-31,"SA",290,16.5
"2283","Varicella zoster (unspecified)",2019-10-31,"SA",17,1
"2284","Dengue virus infection",2019-10-31,"SA",8,0.5
"2285","Hepatitis B (unspecified)",2019-09-30,"SA",16,0.9
"2286","Hepatitis C (unspecified)",2019-09-30,"SA",28,1.6
"2287","Campylobacteriosis",2019-09-30,"SA",298,17
"2288","Cryptosporidiosis",2019-09-30,"SA",10,0.6
"2289","STEC",2019-09-30,"SA",18,1
"2290","Salmonellosis",2019-09-30,"SA",85,4.9
"2291","Shigellosis",2019-09-30,"SA",9,0.5
"2292","Legionellosis",2019-09-30,"SA",7,0.4
"2293","Tuberculosis",2019-09-30,"SA",13,0.7
"2294","Chlamydial infection",2019-09-30,"SA",502,28.6
"2295","Gonococcal infection",2019-09-30,"SA",136,7.8
"2296","Syphilis < 2 years",2019-09-30,"SA",16,0.9
"2297","Syphilis > 2 years or unspecified duration",2019-09-30,"SA",9,0.5
"2298","Influenza (laboratory confirmed)",2019-09-30,"SA",1582,90.3
"2299","Pertussis",2019-09-30,"SA",27,1.5
"2300","Pneumococcal disease (invasive)",2019-09-30,"SA",27,1.5
"2301","Rotavirus",2019-09-30,"SA",73,4.2
"2302","Varicella zoster (chickenpox)",2019-09-30,"SA",36,2.1
"2303","Varicella zoster (shingles)",2019-09-30,"SA",274,15.6
"2304","Varicella zoster (unspecified)",2019-09-30,"SA",17,1
"2305","Dengue virus infection",2019-09-30,"SA",4,0.2
"2306","Ross River virus infection",2019-09-30,"SA",4,0.2
"2307","Hepatitis B (unspecified)",2019-08-31,"SA",35,2
"2308","Hepatitis C (unspecified)",2019-08-31,"SA",25,1.4
"2309","Campylobacteriosis",2019-08-31,"SA",310,17.7
"2310","Cryptosporidiosis",2019-08-31,"SA",16,0.9
"2311","STEC",2019-08-31,"SA",20,1.1
"2312","Salmonellosis",2019-08-31,"SA",80,4.6
"2313","Shigellosis",2019-08-31,"SA",21,1.2
"2314","Legionellosis",2019-08-31,"SA",7,0.4
"2315","Meningococcal disease (invasive)",2019-08-31,"SA",6,0.3
"2316","Tuberculosis",2019-08-31,"SA",6,0.3
"2317","Chlamydial infection",2019-08-31,"SA",564,32.2
"2318","Gonococcal infection",2019-08-31,"SA",184,10.5
"2319","Syphilis < 2 years",2019-08-31,"SA",20,1.1
"2320","Syphilis > 2 years or unspecified duration",2019-08-31,"SA",24,1.4
"2321","Influenza (laboratory confirmed)",2019-08-31,"SA",1466,83.7
"2322","Pertussis",2019-08-31,"SA",26,1.5
"2323","Pneumococcal disease (invasive)",2019-08-31,"SA",22,1.3
"2324","Rotavirus",2019-08-31,"SA",49,2.8
"2325","Varicella zoster (chickenpox)",2019-08-31,"SA",47,2.7
"2326","Varicella zoster (shingles)",2019-08-31,"SA",264,15.1
"2327","Varicella zoster (unspecified)",2019-08-31,"SA",9,0.5
"2328","Malaria",2019-08-31,"SA",4,0.2
"2329","Ross River virus infection",2019-08-31,"SA",3,0.2
"2330","Hepatitis B (unspecified)",2019-07-31,"SA",26,1.5
"2331","Hepatitis C (newly acquired)",2019-07-31,"SA",3,0.2
"2332","Hepatitis C (unspecified)",2019-07-31,"SA",39,2.2
"2333","Campylobacteriosis",2019-07-31,"SA",290,16.5
"2334","Cryptosporidiosis",2019-07-31,"SA",7,0.4
"2335","STEC",2019-07-31,"SA",16,0.9
"2336","Salmonellosis",2019-07-31,"SA",67,3.8
"2337","Shigellosis",2019-07-31,"SA",24,1.4
"2338","Tuberculosis",2019-07-31,"SA",4,0.2
"2339","Chlamydial infection",2019-07-31,"SA",586,33.4
"2340","Gonococcal infection",2019-07-31,"SA",160,9.1
"2341","Syphilis < 2 years",2019-07-31,"SA",8,0.5
"2342","Influenza (laboratory confirmed)",2019-07-31,"SA",1731,98.8
"2343","Pertussis",2019-07-31,"SA",20,1.1
"2344","Pneumococcal disease (invasive)",2019-07-31,"SA",16,0.9
"2345","Rotavirus",2019-07-31,"SA",45,2.6
"2346","Varicella zoster (chickenpox)",2019-07-31,"SA",43,2.5
"2347","Varicella zoster (shingles)",2019-07-31,"SA",264,15.1
"2348","Varicella zoster (unspecified)",2019-07-31,"SA",6,0.3
"2349","Dengue virus infection",2019-07-31,"SA",8,0.5
"2350","Ross River virus infection",2019-07-31,"SA",6,0.3
"2351","Hepatitis B (unspecified)",2019-06-30,"SA",16,0.9
"2352","Hepatitis C (unspecified)",2019-06-30,"SA",30,1.7
"2353","Campylobacteriosis",2019-06-30,"SA",193,11
"2354","Cryptosporidiosis",2019-06-30,"SA",4,0.2
"2355","STEC",2019-06-30,"SA",24,1.4
"2356","Salmonellosis",2019-06-30,"SA",67,3.8
"2357","Shigellosis",2019-06-30,"SA",23,1.3
"2358","Legionellosis",2019-06-30,"SA",3,0.2
"2359","Meningococcal disease (invasive)",2019-06-30,"SA",3,0.2
"2360","Tuberculosis",2019-06-30,"SA",7,0.4
"2361","Chlamydial infection",2019-06-30,"SA",508,29
"2362","Gonococcal infection",2019-06-30,"SA",177,10.1
"2363","Syphilis < 2 years",2019-06-30,"SA",6,0.3
"2364","Syphilis > 2 years or unspecified duration",2019-06-30,"SA",27,1.5
"2365","Influenza (laboratory confirmed)",2019-06-30,"SA",2493,142.3
"2366","Pertussis",2019-06-30,"SA",28,1.6
"2367","Pneumococcal disease (invasive)",2019-06-30,"SA",19,1.1
"2368","Rotavirus",2019-06-30,"SA",28,1.6
"2369","Varicella zoster (chickenpox)",2019-06-30,"SA",45,2.6
"2370","Varicella zoster (shingles)",2019-06-30,"SA",269,15.4
"2371","Varicella zoster (unspecified)",2019-06-30,"SA",6,0.3
"2372","Ross River virus infection",2019-06-30,"SA",3,0.2
"2373","Q fever",2019-06-30,"SA",3,0.2
"2374","Hepatitis B (unspecified)",2019-05-31,"SA",29,1.7
"2375","Hepatitis C (newly acquired)",2019-05-31,"SA",3,0.2
"2376","Hepatitis C (unspecified)",2019-05-31,"SA",23,1.3
"2377","Campylobacteriosis",2019-05-31,"SA",246,14
"2378","Cryptosporidiosis",2019-05-31,"SA",9,0.5
"2379","STEC",2019-05-31,"SA",26,1.5
"2380","Salmonellosis",2019-05-31,"SA",62,3.5
"2381","Shigellosis",2019-05-31,"SA",23,1.3
"2382","Legionellosis",2019-05-31,"SA",4,0.2
"2383","Meningococcal disease (invasive)",2019-05-31,"SA",4,0.2
"2384","Tuberculosis",2019-05-31,"SA",3,0.2
"2385","Chlamydial infection",2019-05-31,"SA",611,34.9
"2386","Gonococcal infection",2019-05-31,"SA",196,11.2
"2387","Syphilis < 2 years",2019-05-31,"SA",20,1.1
"2388","Syphilis > 2 years or unspecified duration",2019-05-31,"SA",21,1.2
"2389","Influenza (laboratory confirmed)",2019-05-31,"SA",7141,407.5
"2390","Pertussis",2019-05-31,"SA",30,1.7
"2391","Pneumococcal disease (invasive)",2019-05-31,"SA",15,0.9
"2392","Rotavirus",2019-05-31,"SA",30,1.7
"2393","Varicella zoster (chickenpox)",2019-05-31,"SA",57,3.3
"2394","Varicella zoster (shingles)",2019-05-31,"SA",279,15.9
"2395","Varicella zoster (unspecified)",2019-05-31,"SA",5,0.3
"2396","Dengue virus infection",2019-05-31,"SA",6,0.3
"2397","Ross River virus infection",2019-05-31,"SA",9,0.5
"2398","Hepatitis B (unspecified)",2019-04-30,"SA",20,1.1
"2399","Hepatitis C (unspecified)",2019-04-30,"SA",27,1.5
"2400","Campylobacteriosis",2019-04-30,"SA",215,12.3
"2401","Cryptosporidiosis",2019-04-30,"SA",8,0.5
"2402","STEC",2019-04-30,"SA",17,1
"2403","Salmonellosis",2019-04-30,"SA",72,4.1
"2404","Shigellosis",2019-04-30,"SA",38,2.2
"2405","Legionellosis",2019-04-30,"SA",5,0.3
"2406","Meningococcal disease (invasive)",2019-04-30,"SA",3,0.2
"2407","Tuberculosis",2019-04-30,"SA",5,0.3
"2408","Chlamydial infection",2019-04-30,"SA",474,27
"2409","Gonococcal infection",2019-04-30,"SA",194,11.1
"2410","Syphilis < 2 years",2019-04-30,"SA",7,0.4
"2411","Syphilis > 2 years or unspecified duration",2019-04-30,"SA",10,0.6
"2412","Influenza (laboratory confirmed)",2019-04-30,"SA",6904,394
"2413","Pertussis",2019-04-30,"SA",18,1
"2414","Pneumococcal disease (invasive)",2019-04-30,"SA",16,0.9
"2415","Rotavirus",2019-04-30,"SA",37,2.1
"2416","Varicella zoster (chickenpox)",2019-04-30,"SA",50,2.9
"2417","Varicella zoster (shingles)",2019-04-30,"SA",268,15.3
"2418","Dengue virus infection",2019-04-30,"SA",8,0.5
"2419","Malaria",2019-04-30,"SA",7,0.4
"2420","Ross River virus infection",2019-04-30,"SA",3,0.2
"2421","Hepatitis B (unspecified)",2019-03-31,"SA",47,2.7
"2422","Hepatitis C (newly acquired)",2019-03-31,"SA",3,0.2
"2423","Hepatitis C (unspecified)",2019-03-31,"SA",31,1.8
"2424","Campylobacteriosis",2019-03-31,"SA",250,14.3
"2425","Cryptosporidiosis",2019-03-31,"SA",9,0.5
"2426","STEC",2019-03-31,"SA",32,1.8
"2427","Salmonellosis",2019-03-31,"SA",115,6.6
"2428","Shigellosis",2019-03-31,"SA",26,1.5
"2429","Chlamydial infection",2019-03-31,"SA",580,33.1
"2430","Gonococcal infection",2019-03-31,"SA",195,11.1
"2431","Syphilis < 2 years",2019-03-31,"SA",11,0.6
"2432","Syphilis > 2 years or unspecified duration",2019-03-31,"SA",14,0.8
"2433","Influenza (laboratory confirmed)",2019-03-31,"SA",2611,149
"2434","Pertussis",2019-03-31,"SA",19,1.1
"2435","Pneumococcal disease (invasive)",2019-03-31,"SA",18,1
"2436","Rotavirus",2019-03-31,"SA",41,2.3
"2437","Varicella zoster (chickenpox)",2019-03-31,"SA",66,3.8
"2438","Varicella zoster (shingles)",2019-03-31,"SA",310,17.7
"2439","Varicella zoster (unspecified)",2019-03-31,"SA",5,0.3
"2440","Dengue virus infection",2019-03-31,"SA",6,0.3
"2441","Malaria",2019-03-31,"SA",4,0.2
"2442","Ross River virus infection",2019-03-31,"SA",5,0.3
"2443","Hepatitis B (unspecified)",2019-02-28,"SA",25,1.4
"2444","Hepatitis C (newly acquired)",2019-02-28,"SA",3,0.2
"2445","Hepatitis C (unspecified)",2019-02-28,"SA",16,0.9
"2446","Campylobacteriosis",2019-02-28,"SA",288,16.4
"2447","Cryptosporidiosis",2019-02-28,"SA",10,0.6
"2448","Hepatitis A",2019-02-28,"SA",4,0.2
"2449","STEC",2019-02-28,"SA",30,1.7
"2450","Salmonellosis",2019-02-28,"SA",239,13.6
"2451","Shigellosis",2019-02-28,"SA",26,1.5
"2452","Typhoid Fever",2019-02-28,"SA",3,0.2
"2453","Tuberculosis",2019-02-28,"SA",5,0.3
"2454","Chlamydial infection",2019-02-28,"SA",541,30.9
"2455","Gonococcal infection",2019-02-28,"SA",177,10.1
"2456","Syphilis < 2 years",2019-02-28,"SA",13,0.7
"2457","Syphilis > 2 years or unspecified duration",2019-02-28,"SA",19,1.1
"2458","Influenza (laboratory confirmed)",2019-02-28,"SA",841,48
"2459","Pertussis",2019-02-28,"SA",24,1.4
"2460","Pneumococcal disease (invasive)",2019-02-28,"SA",5,0.3
"2461","Rotavirus",2019-02-28,"SA",32,1.8
"2462","Varicella zoster (chickenpox)",2019-02-28,"SA",56,3.2
"2463","Varicella zoster (shingles)",2019-02-28,"SA",297,16.9
"2464","Dengue virus infection",2019-02-28,"SA",7,0.4
"2465","Malaria",2019-02-28,"SA",3,0.2
"2466","Ross River virus infection",2019-02-28,"SA",3,0.2
"2467","Hepatitis B (unspecified)",2019-01-31,"SA",16,0.9
"2468","Hepatitis C (newly acquired)",2019-01-31,"SA",3,0.2
"2469","Hepatitis C (unspecified)",2019-01-31,"SA",19,1.1
"2470","Campylobacteriosis",2019-01-31,"SA",330,18.8
"2471","Cryptosporidiosis",2019-01-31,"SA",17,1
"2472","STEC",2019-01-31,"SA",28,1.6
"2473","Salmonellosis",2019-01-31,"SA",113,6.4
"2474","Shigellosis",2019-01-31,"SA",38,2.2
"2475","Tuberculosis",2019-01-31,"SA",5,0.3
"2476","Chlamydial infection",2019-01-31,"SA",589,33.6
"2477","Gonococcal infection",2019-01-31,"SA",140,8
"2478","Syphilis < 2 years",2019-01-31,"SA",15,0.9
"2479","Syphilis > 2 years or unspecified duration",2019-01-31,"SA",9,0.5
"2480","Influenza (laboratory confirmed)",2019-01-31,"SA",499,28.5
"2481","Pertussis",2019-01-31,"SA",29,1.7
"2482","Pneumococcal disease (invasive)",2019-01-31,"SA",9,0.5
"2483","Rotavirus",2019-01-31,"SA",23,1.3
"2484","Varicella zoster (chickenpox)",2019-01-31,"SA",45,2.6
"2485","Varicella zoster (shingles)",2019-01-31,"SA",292,16.7
"2486","Varicella zoster (unspecified)",2019-01-31,"SA",6,0.3
"2487","Dengue virus infection",2019-01-31,"SA",6,0.3
"2488","Malaria",2019-01-31,"SA",7,0.4
"2489","Hepatitis B (unspecified)",2018-12-31,"SA",24,1.4
"2490","Hepatitis C (newly acquired)",2018-12-31,"SA",3,0.2
"2491","Hepatitis C (unspecified)",2018-12-31,"SA",29,1.7
"2492","Campylobacteriosis",2018-12-31,"SA",319,18.4
"2493","Cryptosporidiosis",2018-12-31,"SA",9,0.5
"2494","STEC",2018-12-31,"SA",22,1.3
"2495","Salmonellosis",2018-12-31,"SA",95,5.5
"2496","Shigellosis",2018-12-31,"SA",31,1.8
"2497","Legionellosis",2018-12-31,"SA",4,0.2
"2498","Tuberculosis",2018-12-31,"SA",10,0.6
"2499","Chlamydial infection",2018-12-31,"SA",417,24
"2500","Gonococcal infection",2018-12-31,"SA",97,5.6
"2501","Syphilis < 2 years",2018-12-31,"SA",15,0.9
"2502","Syphilis > 2 years or unspecified duration",2018-12-31,"SA",7,0.4
"2503","Influenza (laboratory confirmed)",2018-12-31,"SA",609,35.1
"2504","Mumps",2018-12-31,"SA",3,0.2
"2505","Pertussis",2018-12-31,"SA",59,3.4
"2506","Pneumococcal disease (invasive)",2018-12-31,"SA",8,0.5
"2507","Rotavirus",2018-12-31,"SA",51,2.9
"2508","Varicella zoster (chickenpox)",2018-12-31,"SA",104,6
"2509","Varicella zoster (shingles)",2018-12-31,"SA",270,15.5
"2510","Varicella zoster (unspecified)",2018-12-31,"SA",14,0.8
"2511","Dengue virus infection",2018-12-31,"SA",5,0.3
"2512","Malaria",2018-12-31,"SA",12,0.7
"2513","Ross River virus infection",2018-12-31,"SA",3,0.2
"2514","Q fever",2018-12-31,"SA",3,0.2
"2515","Hepatitis B (unspecified)",2018-11-30,"SA",27,1.6
"2516","Hepatitis C (newly acquired)",2018-11-30,"SA",5,0.3
"2517","Hepatitis C (unspecified)",2018-11-30,"SA",45,2.6
"2518","Campylobacteriosis",2018-11-30,"SA",337,19.4
"2519","Cryptosporidiosis",2018-11-30,"SA",8,0.5
"2520","STEC",2018-11-30,"SA",37,2.1
"2521","Salmonellosis",2018-11-30,"SA",58,3.3
"2522","Shigellosis",2018-11-30,"SA",62,3.6
"2523","Legionellosis",2018-11-30,"SA",3,0.2
"2524","Meningococcal disease (invasive)",2018-11-30,"SA",5,0.3
"2525","Tuberculosis",2018-11-30,"SA",14,0.8
"2526","Chlamydial infection",2018-11-30,"SA",522,30.1
"2527","Gonococcal infection",2018-11-30,"SA",93,5.4
"2528","Syphilis < 2 years",2018-11-30,"SA",21,1.2
"2529","Syphilis > 2 years or unspecified duration",2018-11-30,"SA",7,0.4
"2530","Influenza (laboratory confirmed)",2018-11-30,"SA",984,56.7
"2531","Pertussis",2018-11-30,"SA",58,3.3
"2532","Pneumococcal disease (invasive)",2018-11-30,"SA",7,0.4
"2533","Rotavirus",2018-11-30,"SA",49,2.8
"2534","Varicella zoster (chickenpox)",2018-11-30,"SA",86,5
"2535","Varicella zoster (shingles)",2018-11-30,"SA",285,16.4
"2536","Varicella zoster (unspecified)",2018-11-30,"SA",23,1.3
"2537","Dengue virus infection",2018-11-30,"SA",5,0.3
"2538","Malaria",2018-11-30,"SA",6,0.3
"2539","Ross River virus infection",2018-11-30,"SA",5,0.3
"2540","Hepatitis B (unspecified)",2020-10-31,"Tas",1,0.2
"2541","Hepatitis C (unspecified)",2020-10-31,"Tas",11,2.1
"2542","Campylobacteriosis",2020-10-31,"Tas",66,12.3
"2543","Cryptosporidiosis",2020-10-31,"Tas",7,1.3
"2544","Salmonellosis",2020-10-31,"Tas",6,1.1
"2545","Legionellosis",2020-10-31,"Tas",1,0.2
"2546","Tuberculosis",2020-10-31,"Tas",3,0.6
"2547","Chlamydial infection",2020-10-31,"Tas",120,22.4
"2548","Gonococcal infection",2020-10-31,"Tas",7,1.3
"2549","Syphilis < 2 years",2020-10-31,"Tas",1,0.2
"2550","Syphilis > 2 years or unspecified duration",2020-10-31,"Tas",1,0.2
"2551","Influenza (laboratory confirmed)",2020-10-31,"Tas",1,0.2
"2552","Pneumococcal disease (invasive)",2020-10-31,"Tas",1,0.2
"2553","Rotavirus",2020-10-31,"Tas",5,0.9
"2554","Varicella zoster (chickenpox)",2020-10-31,"Tas",3,0.6
"2555","Varicella zoster (shingles)",2020-10-31,"Tas",63,11.8
"2556","Varicella zoster (unspecified)",2020-10-31,"Tas",5,0.9
"2557","Hepatitis B (unspecified)",2020-09-30,"Tas",7,1.3
"2558","Hepatitis C (newly acquired)",2020-09-30,"Tas",1,0.2
"2559","Hepatitis C (unspecified)",2020-09-30,"Tas",12,2.2
"2560","Campylobacteriosis",2020-09-30,"Tas",100,18.7
"2561","Cryptosporidiosis",2020-09-30,"Tas",7,1.3
"2562","STEC",2020-09-30,"Tas",1,0.2
"2563","Salmonellosis",2020-09-30,"Tas",6,1.1
"2564","Legionellosis",2020-09-30,"Tas",1,0.2
"2565","Tuberculosis",2020-09-30,"Tas",3,0.6
"2566","Chlamydial infection",2020-09-30,"Tas",88,16.5
"2567","Gonococcal infection",2020-09-30,"Tas",9,1.7
"2568","Syphilis > 2 years or unspecified duration",2020-09-30,"Tas",2,0.4
"2569","Influenza (laboratory confirmed)",2020-09-30,"Tas",1,0.2
"2570","Pertussis",2020-09-30,"Tas",2,0.4
"2571","Pneumococcal disease (invasive)",2020-09-30,"Tas",1,0.2
"2572","Rotavirus",2020-09-30,"Tas",2,0.4
"2573","Varicella zoster (chickenpox)",2020-09-30,"Tas",6,1.1
"2574","Varicella zoster (shingles)",2020-09-30,"Tas",40,7.5
"2575","Varicella zoster (unspecified)",2020-09-30,"Tas",22,4.1
"2576","Hepatitis B (unspecified)",2020-08-31,"Tas",8,1.5
"2577","Hepatitis C (newly acquired)",2020-08-31,"Tas",1,0.2
"2578","Hepatitis C (unspecified)",2020-08-31,"Tas",14,2.6
"2579","Campylobacteriosis",2020-08-31,"Tas",125,23.4
"2580","Salmonellosis",2020-08-31,"Tas",8,1.5
"2581","Legionellosis",2020-08-31,"Tas",2,0.4
"2582","Chlamydial infection",2020-08-31,"Tas",109,20.4
"2583","Gonococcal infection",2020-08-31,"Tas",10,1.9
"2584","Syphilis < 2 years",2020-08-31,"Tas",2,0.4
"2585","Influenza (laboratory confirmed)",2020-08-31,"Tas",1,0.2
"2586","Pertussis",2020-08-31,"Tas",2,0.4
"2587","Pneumococcal disease (invasive)",2020-08-31,"Tas",2,0.4
"2588","Varicella zoster (chickenpox)",2020-08-31,"Tas",4,0.7
"2589","Varicella zoster (shingles)",2020-08-31,"Tas",40,7.5
"2590","Varicella zoster (unspecified)",2020-08-31,"Tas",21,3.9
"2591","Hepatitis B (unspecified)",2020-07-31,"Tas",6,1.1
"2592","Hepatitis C (unspecified)",2020-07-31,"Tas",14,2.6
"2593","Campylobacteriosis",2020-07-31,"Tas",76,14.2
"2594","Cryptosporidiosis",2020-07-31,"Tas",2,0.4
"2595","Salmonellosis",2020-07-31,"Tas",7,1.3
"2596","Legionellosis",2020-07-31,"Tas",1,0.2
"2597","Tuberculosis",2020-07-31,"Tas",2,0.4
"2598","Chlamydial infection",2020-07-31,"Tas",109,20.4
"2599","Gonococcal infection",2020-07-31,"Tas",12,2.2
"2600","Syphilis > 2 years or unspecified duration",2020-07-31,"Tas",2,0.4
"2601","Influenza (laboratory confirmed)",2020-07-31,"Tas",2,0.4
"2602","Pertussis",2020-07-31,"Tas",2,0.4
"2603","Pneumococcal disease (invasive)",2020-07-31,"Tas",2,0.4
"2604","Rotavirus",2020-07-31,"Tas",4,0.7
"2605","Varicella zoster (chickenpox)",2020-07-31,"Tas",6,1.1
"2606","Varicella zoster (shingles)",2020-07-31,"Tas",45,8.4
"2607","Varicella zoster (unspecified)",2020-07-31,"Tas",18,3.4
"2608","Hepatitis B (unspecified)",2020-06-30,"Tas",7,1.3
"2609","Hepatitis C (unspecified)",2020-06-30,"Tas",10,1.9
"2610","Campylobacteriosis",2020-06-30,"Tas",92,17.2
"2611","Salmonellosis",2020-06-30,"Tas",7,1.3
"2612","Legionellosis",2020-06-30,"Tas",1,0.2
"2613","Tuberculosis",2020-06-30,"Tas",1,0.2
"2614","Chlamydial infection",2020-06-30,"Tas",117,21.9
"2615","Gonococcal infection",2020-06-30,"Tas",8,1.5
"2616","Syphilis < 2 years",2020-06-30,"Tas",2,0.4
"2617","Syphilis > 2 years or unspecified duration",2020-06-30,"Tas",2,0.4
