"","Disease","Date","State","Cases","Rates"
"6050","Ornithosis",2019-06-30,"Qld",0,0
"6051","Q fever",2019-06-30,"Qld",15,0.3
"6052","Tularaemia",2019-06-30,"Qld",0,0
"6053","Hepatitis (NEC)",2019-05-31,"Qld",0,0
"6054","Hepatitis B (newly acquired)",2019-05-31,"Qld",4,0.1
"6055","Hepatitis B (unspecified)",2019-05-31,"Qld",82,1.6
"6056","Hepatitis C (newly acquired)",2019-05-31,"Qld",38,0.7
"6057","Hepatitis C (unspecified)",2019-05-31,"Qld",157,3.1
"6058","Hepatitis D",2019-05-31,"Qld",1,0
"6059","Botulism",2019-05-31,"Qld",0,0
"6060","Campylobacteriosis",2019-05-31,"Qld",657,12.9
"6061","Cryptosporidiosis",2019-05-31,"Qld",67,1.3
"6062","Haemolytic uraemic syndrome (HUS)",2019-05-31,"Qld",0,0
"6063","Hepatitis A",2019-05-31,"Qld",3,0.1
"6064","Hepatitis E",2019-05-31,"Qld",0,0
"6065","Listeriosis",2019-05-31,"Qld",0,0
"6066","Paratyphoid",2019-05-31,"Qld",2,0
"6067","STEC",2019-05-31,"Qld",2,0
"6068","Salmonellosis",2019-05-31,"Qld",321,6.3
"6069","Shigellosis",2019-05-31,"Qld",55,1.1
"6070","Typhoid Fever",2019-05-31,"Qld",3,0.1
"6071","Legionellosis",2019-05-31,"Qld",6,0.1
"6072","Leprosy",2019-05-31,"Qld",0,0
"6073","Meningococcal disease (invasive)",2019-05-31,"Qld",4,0.1
"6074","Tuberculosis",2019-05-31,"Qld",24,0.5
"6075","COVID-19",2019-05-31,"Qld",0,0
"6076","Cholera",2019-05-31,"Qld",0,0
"6077","Middle East respiratory syndrome coronavirus",2019-05-31,"Qld",0,0
"6078","Plague",2019-05-31,"Qld",0,0
"6079","Rabies",2019-05-31,"Qld",0,0
"6080","Smallpox",2019-05-31,"Qld",0,0
"6081","Viral haemorrhagic fever (NEC)",2019-05-31,"Qld",0,0
"6082","Yellow fever",2019-05-31,"Qld",0,0
"6083","Chlamydial infection",2019-05-31,"Qld",2193,43.1
"6084","Donovanosis",2019-05-31,"Qld",0,0
"6085","Gonococcal infection",2019-05-31,"Qld",491,9.6
"6086","Syphilis < 2 years",2019-05-31,"Qld",86,1.7
"6087","Syphilis > 2 years or unspecified duration",2019-05-31,"Qld",23,0.5
"6088","Syphilis congenital",2019-05-31,"Qld",0,0
"6089","Diphtheria",2019-05-31,"Qld",1,0
"6090","Haemophilus influenzae type b",2019-05-31,"Qld",0,0
"6091","Influenza (laboratory confirmed)",2019-05-31,"Qld",3342,65.6
"6092","Measles",2019-05-31,"Qld",0,0
"6093","Mumps",2019-05-31,"Qld",6,0.1
"6094","Pertussis",2019-05-31,"Qld",115,2.3
"6095","Pneumococcal disease (invasive)",2019-05-31,"Qld",29,0.6
"6096","Poliovirus infection",2019-05-31,"Qld",0,0
"6097","Rotavirus",2019-05-31,"Qld",65,1.3
"6098","Rubella",2019-05-31,"Qld",0,0
"6099","Rubella congenital",2019-05-31,"Qld",0,0
"6100","Tetanus",2019-05-31,"Qld",0,0
"6101","Varicella zoster (chickenpox)",2019-05-31,"Qld",41,0.8
"6102","Varicella zoster (shingles)",2019-05-31,"Qld",299,5.9
"6103","Varicella zoster (unspecified)",2019-05-31,"Qld",462,9.1
"6104","Barmah Forest virus infection",2019-05-31,"Qld",13,0.3
"6105","Chikungunya virus infection",2019-05-31,"Qld",1,0
"6106","Dengue virus infection",2019-05-31,"Qld",35,0.7
"6107","Flavivirus infection (unspecified)",2019-05-31,"Qld",0,0
"6108","Japanese encephalitis virus infection",2019-05-31,"Qld",0,0
"6109","Malaria",2019-05-31,"Qld",8,0.2
"6110","Murray Valley encephalitis virus infection",2019-05-31,"Qld",0,0
"6111","Ross River virus infection",2019-05-31,"Qld",277,5.4
"6112","West Nile/Kunjin virus infection",2019-05-31,"Qld",0,0
"6113","Anthrax",2019-05-31,"Qld",0,0
"6114","Australian bat lyssavirus infection",2019-05-31,"Qld",0,0
"6115","Brucellosis",2019-05-31,"Qld",1,0
"6116","Leptospirosis",2019-05-31,"Qld",6,0.1
"6117","Lyssavirus infection (NEC)",2019-05-31,"Qld",0,0
"6118","Ornithosis",2019-05-31,"Qld",0,0
"6119","Q fever",2019-05-31,"Qld",19,0.4
"6120","Tularaemia",2019-05-31,"Qld",0,0
"6121","Hepatitis (NEC)",2019-04-30,"Qld",0,0
"6122","Hepatitis B (newly acquired)",2019-04-30,"Qld",5,0.1
"6123","Hepatitis B (unspecified)",2019-04-30,"Qld",66,1.3
"6124","Hepatitis C (newly acquired)",2019-04-30,"Qld",32,0.6
"6125","Hepatitis C (unspecified)",2019-04-30,"Qld",151,3
"6126","Hepatitis D",2019-04-30,"Qld",1,0
"6127","Botulism",2019-04-30,"Qld",0,0
"6128","Campylobacteriosis",2019-04-30,"Qld",598,11.7
"6129","Cryptosporidiosis",2019-04-30,"Qld",69,1.4
"6130","Haemolytic uraemic syndrome (HUS)",2019-04-30,"Qld",0,0
"6131","Hepatitis A",2019-04-30,"Qld",3,0.1
"6132","Hepatitis E",2019-04-30,"Qld",1,0
"6133","Listeriosis",2019-04-30,"Qld",0,0
"6134","Paratyphoid",2019-04-30,"Qld",2,0
"6135","STEC",2019-04-30,"Qld",3,0.1
"6136","Salmonellosis",2019-04-30,"Qld",407,8
"6137","Shigellosis",2019-04-30,"Qld",50,1
"6138","Typhoid Fever",2019-04-30,"Qld",0,0
"6139","Legionellosis",2019-04-30,"Qld",2,0
"6140","Leprosy",2019-04-30,"Qld",0,0
"6141","Meningococcal disease (invasive)",2019-04-30,"Qld",3,0.1
"6142","Tuberculosis",2019-04-30,"Qld",16,0.3
"6143","COVID-19",2019-04-30,"Qld",0,0
"6144","Cholera",2019-04-30,"Qld",0,0
"6145","Middle East respiratory syndrome coronavirus",2019-04-30,"Qld",0,0
"6146","Plague",2019-04-30,"Qld",0,0
"6147","Rabies",2019-04-30,"Qld",0,0
"6148","Smallpox",2019-04-30,"Qld",0,0
"6149","Viral haemorrhagic fever (NEC)",2019-04-30,"Qld",0,0
"6150","Yellow fever",2019-04-30,"Qld",0,0
"6151","Chlamydial infection",2019-04-30,"Qld",1809,35.5
"6152","Donovanosis",2019-04-30,"Qld",0,0
"6153","Gonococcal infection",2019-04-30,"Qld",445,8.7
"6154","Syphilis < 2 years",2019-04-30,"Qld",61,1.2
"6155","Syphilis > 2 years or unspecified duration",2019-04-30,"Qld",27,0.5
"6156","Syphilis congenital",2019-04-30,"Qld",0,0
"6157","Diphtheria",2019-04-30,"Qld",0,0
"6158","Haemophilus influenzae type b",2019-04-30,"Qld",0,0
"6159","Influenza (laboratory confirmed)",2019-04-30,"Qld",2950,57.9
"6160","Measles",2019-04-30,"Qld",4,0.1
"6161","Mumps",2019-04-30,"Qld",3,0.1
"6162","Pertussis",2019-04-30,"Qld",80,1.6
"6163","Pneumococcal disease (invasive)",2019-04-30,"Qld",28,0.5
"6164","Poliovirus infection",2019-04-30,"Qld",0,0
"6165","Rotavirus",2019-04-30,"Qld",63,1.2
"6166","Rubella",2019-04-30,"Qld",1,0
"6167","Rubella congenital",2019-04-30,"Qld",0,0
"6168","Tetanus",2019-04-30,"Qld",0,0
"6169","Varicella zoster (chickenpox)",2019-04-30,"Qld",30,0.6
"6170","Varicella zoster (shingles)",2019-04-30,"Qld",275,5.4
"6171","Varicella zoster (unspecified)",2019-04-30,"Qld",412,8.1
"6172","Barmah Forest virus infection",2019-04-30,"Qld",9,0.2
"6173","Chikungunya virus infection",2019-04-30,"Qld",0,0
"6174","Dengue virus infection",2019-04-30,"Qld",19,0.4
"6175","Flavivirus infection (unspecified)",2019-04-30,"Qld",0,0
"6176","Japanese encephalitis virus infection",2019-04-30,"Qld",0,0
"6177","Malaria",2019-04-30,"Qld",6,0.1
"6178","Murray Valley encephalitis virus infection",2019-04-30,"Qld",0,0
"6179","Ross River virus infection",2019-04-30,"Qld",227,4.5
"6180","West Nile/Kunjin virus infection",2019-04-30,"Qld",0,0
"6181","Anthrax",2019-04-30,"Qld",0,0
"6182","Australian bat lyssavirus infection",2019-04-30,"Qld",0,0
"6183","Brucellosis",2019-04-30,"Qld",0,0
"6184","Leptospirosis",2019-04-30,"Qld",8,0.2
"6185","Lyssavirus infection (NEC)",2019-04-30,"Qld",0,0
"6186","Ornithosis",2019-04-30,"Qld",1,0
"6187","Q fever",2019-04-30,"Qld",21,0.4
"6188","Tularaemia",2019-04-30,"Qld",0,0
"6189","Hepatitis (NEC)",2019-03-31,"Qld",0,0
"6190","Hepatitis B (newly acquired)",2019-03-31,"Qld",3,0.1
"6191","Hepatitis B (unspecified)",2019-03-31,"Qld",75,1.5
"6192","Hepatitis C (newly acquired)",2019-03-31,"Qld",35,0.7
"6193","Hepatitis C (unspecified)",2019-03-31,"Qld",163,3.2
"6194","Hepatitis D",2019-03-31,"Qld",0,0
"6195","Botulism",2019-03-31,"Qld",0,0
"6196","Campylobacteriosis",2019-03-31,"Qld",704,13.8
"6197","Cryptosporidiosis",2019-03-31,"Qld",72,1.4
"6198","Haemolytic uraemic syndrome (HUS)",2019-03-31,"Qld",0,0
"6199","Hepatitis A",2019-03-31,"Qld",6,0.1
"6200","Hepatitis E",2019-03-31,"Qld",0,0
"6201","Listeriosis",2019-03-31,"Qld",1,0
"6202","Paratyphoid",2019-03-31,"Qld",1,0
"6203","STEC",2019-03-31,"Qld",4,0.1
"6204","Salmonellosis",2019-03-31,"Qld",459,9
"6205","Shigellosis",2019-03-31,"Qld",62,1.2
"6206","Typhoid Fever",2019-03-31,"Qld",3,0.1
"6207","Legionellosis",2019-03-31,"Qld",4,0.1
"6208","Leprosy",2019-03-31,"Qld",0,0
"6209","Meningococcal disease (invasive)",2019-03-31,"Qld",5,0.1
"6210","Tuberculosis",2019-03-31,"Qld",12,0.2
"6211","COVID-19",2019-03-31,"Qld",0,0
"6212","Cholera",2019-03-31,"Qld",0,0
"6213","Middle East respiratory syndrome coronavirus",2019-03-31,"Qld",0,0
"6214","Plague",2019-03-31,"Qld",0,0
"6215","Rabies",2019-03-31,"Qld",0,0
"6216","Smallpox",2019-03-31,"Qld",0,0
"6217","Viral haemorrhagic fever (NEC)",2019-03-31,"Qld",0,0
"6218","Yellow fever",2019-03-31,"Qld",0,0
"6219","Chlamydial infection",2019-03-31,"Qld",2112,41.5
"6220","Donovanosis",2019-03-31,"Qld",0,0
"6221","Gonococcal infection",2019-03-31,"Qld",455,8.9
"6222","Syphilis < 2 years",2019-03-31,"Qld",108,2.1
"6223","Syphilis > 2 years or unspecified duration",2019-03-31,"Qld",34,0.7
"6224","Syphilis congenital",2019-03-31,"Qld",0,0
"6225","Diphtheria",2019-03-31,"Qld",0,0
"6226","Haemophilus influenzae type b",2019-03-31,"Qld",0,0
"6227","Influenza (laboratory confirmed)",2019-03-31,"Qld",2685,52.7
"6228","Measles",2019-03-31,"Qld",5,0.1
"6229","Mumps",2019-03-31,"Qld",5,0.1
"6230","Pertussis",2019-03-31,"Qld",111,2.2
"6231","Pneumococcal disease (invasive)",2019-03-31,"Qld",16,0.3
"6232","Poliovirus infection",2019-03-31,"Qld",0,0
"6233","Rotavirus",2019-03-31,"Qld",62,1.2
"6234","Rubella",2019-03-31,"Qld",1,0
"6235","Rubella congenital",2019-03-31,"Qld",0,0
"6236","Tetanus",2019-03-31,"Qld",0,0
"6237","Varicella zoster (chickenpox)",2019-03-31,"Qld",48,0.9
"6238","Varicella zoster (shingles)",2019-03-31,"Qld",312,6.1
"6239","Varicella zoster (unspecified)",2019-03-31,"Qld",451,8.9
"6240","Barmah Forest virus infection",2019-03-31,"Qld",19,0.4
"6241","Chikungunya virus infection",2019-03-31,"Qld",0,0
"6242","Dengue virus infection",2019-03-31,"Qld",18,0.4
"6243","Flavivirus infection (unspecified)",2019-03-31,"Qld",0,0
"6244","Japanese encephalitis virus infection",2019-03-31,"Qld",0,0
"6245","Malaria",2019-03-31,"Qld",5,0.1
"6246","Murray Valley encephalitis virus infection",2019-03-31,"Qld",0,0
"6247","Ross River virus infection",2019-03-31,"Qld",164,3.2
"6248","West Nile/Kunjin virus infection",2019-03-31,"Qld",0,0
"6249","Anthrax",2019-03-31,"Qld",0,0
"6250","Australian bat lyssavirus infection",2019-03-31,"Qld",0,0
"6251","Brucellosis",2019-03-31,"Qld",0,0
"6252","Leptospirosis",2019-03-31,"Qld",9,0.2
"6253","Lyssavirus infection (NEC)",2019-03-31,"Qld",0,0
"6254","Ornithosis",2019-03-31,"Qld",0,0
"6255","Q fever",2019-03-31,"Qld",27,0.5
"6256","Tularaemia",2019-03-31,"Qld",0,0
"6257","Hepatitis (NEC)",2019-02-28,"Qld",0,0
"6258","Hepatitis B (newly acquired)",2019-02-28,"Qld",3,0.1
"6259","Hepatitis B (unspecified)",2019-02-28,"Qld",84,1.6
"6260","Hepatitis C (newly acquired)",2019-02-28,"Qld",32,0.6
"6261","Hepatitis C (unspecified)",2019-02-28,"Qld",154,3
"6262","Hepatitis D",2019-02-28,"Qld",0,0
"6263","Botulism",2019-02-28,"Qld",0,0
"6264","Campylobacteriosis",2019-02-28,"Qld",847,16.6
"6265","Cryptosporidiosis",2019-02-28,"Qld",111,2.2
"6266","Haemolytic uraemic syndrome (HUS)",2019-02-28,"Qld",1,0
"6267","Hepatitis A",2019-02-28,"Qld",2,0
"6268","Hepatitis E",2019-02-28,"Qld",0,0
"6269","Listeriosis",2019-02-28,"Qld",2,0
"6270","Paratyphoid",2019-02-28,"Qld",0,0
"6271","STEC",2019-02-28,"Qld",2,0
"6272","Salmonellosis",2019-02-28,"Qld",362,7.1
"6273","Shigellosis",2019-02-28,"Qld",58,1.1
"6274","Typhoid Fever",2019-02-28,"Qld",7,0.1
"6275","Legionellosis",2019-02-28,"Qld",7,0.1
"6276","Leprosy",2019-02-28,"Qld",0,0
"6277","Meningococcal disease (invasive)",2019-02-28,"Qld",3,0.1
"6278","Tuberculosis",2019-02-28,"Qld",18,0.4
"6279","COVID-19",2019-02-28,"Qld",0,0
"6280","Cholera",2019-02-28,"Qld",0,0
"6281","Middle East respiratory syndrome coronavirus",2019-02-28,"Qld",0,0
"6282","Plague",2019-02-28,"Qld",0,0
"6283","Rabies",2019-02-28,"Qld",0,0
"6284","Smallpox",2019-02-28,"Qld",0,0
"6285","Viral haemorrhagic fever (NEC)",2019-02-28,"Qld",0,0
"6286","Yellow fever",2019-02-28,"Qld",0,0
"6287","Chlamydial infection",2019-02-28,"Qld",2092,41.1
"6288","Donovanosis",2019-02-28,"Qld",0,0
"6289","Gonococcal infection",2019-02-28,"Qld",471,9.2
"6290","Syphilis < 2 years",2019-02-28,"Qld",94,1.8
"6291","Syphilis > 2 years or unspecified duration",2019-02-28,"Qld",21,0.4
"6292","Syphilis congenital",2019-02-28,"Qld",0,0
"6293","Diphtheria",2019-02-28,"Qld",1,0
"6294","Haemophilus influenzae type b",2019-02-28,"Qld",2,0
"6295","Influenza (laboratory confirmed)",2019-02-28,"Qld",1982,38.9
"6296","Measles",2019-02-28,"Qld",4,0.1
"6297","Mumps",2019-02-28,"Qld",5,0.1
"6298","Pertussis",2019-02-28,"Qld",128,2.5
"6299","Pneumococcal disease (invasive)",2019-02-28,"Qld",15,0.3
"6300","Poliovirus infection",2019-02-28,"Qld",0,0
"6301","Rotavirus",2019-02-28,"Qld",52,1
"6302","Rubella",2019-02-28,"Qld",0,0
"6303","Rubella congenital",2019-02-28,"Qld",0,0
"6304","Tetanus",2019-02-28,"Qld",0,0
"6305","Varicella zoster (chickenpox)",2019-02-28,"Qld",32,0.6
"6306","Varicella zoster (shingles)",2019-02-28,"Qld",261,5.1
"6307","Varicella zoster (unspecified)",2019-02-28,"Qld",455,8.9
"6308","Barmah Forest virus infection",2019-02-28,"Qld",18,0.4
"6309","Chikungunya virus infection",2019-02-28,"Qld",2,0
"6310","Dengue virus infection",2019-02-28,"Qld",20,0.4
"6311","Flavivirus infection (unspecified)",2019-02-28,"Qld",0,0
"6312","Japanese encephalitis virus infection",2019-02-28,"Qld",0,0
"6313","Malaria",2019-02-28,"Qld",12,0.2
"6314","Murray Valley encephalitis virus infection",2019-02-28,"Qld",0,0
"6315","Ross River virus infection",2019-02-28,"Qld",135,2.7
"6316","West Nile/Kunjin virus infection",2019-02-28,"Qld",0,0
"6317","Anthrax",2019-02-28,"Qld",0,0
"6318","Australian bat lyssavirus infection",2019-02-28,"Qld",0,0
"6319","Brucellosis",2019-02-28,"Qld",0,0
"6320","Leptospirosis",2019-02-28,"Qld",4,0.1
"6321","Lyssavirus infection (NEC)",2019-02-28,"Qld",0,0
"6322","Ornithosis",2019-02-28,"Qld",0,0
"6323","Q fever",2019-02-28,"Qld",29,0.6
"6324","Tularaemia",2019-02-28,"Qld",0,0
"6325","Hepatitis (NEC)",2019-01-31,"Qld",0,0
"6326","Hepatitis B (newly acquired)",2019-01-31,"Qld",7,0.1
"6327","Hepatitis B (unspecified)",2019-01-31,"Qld",63,1.2
"6328","Hepatitis C (newly acquired)",2019-01-31,"Qld",37,0.7
"6329","Hepatitis C (unspecified)",2019-01-31,"Qld",130,2.6
"6330","Hepatitis D",2019-01-31,"Qld",1,0
"6331","Botulism",2019-01-31,"Qld",0,0
"6332","Campylobacteriosis",2019-01-31,"Qld",957,18.8
"6333","Cryptosporidiosis",2019-01-31,"Qld",93,1.8
"6334","Haemolytic uraemic syndrome (HUS)",2019-01-31,"Qld",0,0
"6335","Hepatitis A",2019-01-31,"Qld",0,0
"6336","Hepatitis E",2019-01-31,"Qld",1,0
"6337","Listeriosis",2019-01-31,"Qld",2,0
"6338","Paratyphoid",2019-01-31,"Qld",3,0.1
"6339","STEC",2019-01-31,"Qld",1,0
"6340","Salmonellosis",2019-01-31,"Qld",401,7.9
"6341","Shigellosis",2019-01-31,"Qld",68,1.3
"6342","Typhoid Fever",2019-01-31,"Qld",3,0.1
"6343","Legionellosis",2019-01-31,"Qld",3,0.1
"6344","Leprosy",2019-01-31,"Qld",0,0
"6345","Meningococcal disease (invasive)",2019-01-31,"Qld",3,0.1
"6346","Tuberculosis",2019-01-31,"Qld",13,0.3
"6347","COVID-19",2019-01-31,"Qld",0,0
"6348","Cholera",2019-01-31,"Qld",0,0
"6349","Middle East respiratory syndrome coronavirus",2019-01-31,"Qld",0,0
"6350","Plague",2019-01-31,"Qld",0,0
"6351","Rabies",2019-01-31,"Qld",0,0
"6352","Smallpox",2019-01-31,"Qld",0,0
"6353","Viral haemorrhagic fever (NEC)",2019-01-31,"Qld",0,0
"6354","Yellow fever",2019-01-31,"Qld",0,0
"6355","Chlamydial infection",2019-01-31,"Qld",2142,42.1
"6356","Donovanosis",2019-01-31,"Qld",0,0
"6357","Gonococcal infection",2019-01-31,"Qld",551,10.8
"6358","Syphilis < 2 years",2019-01-31,"Qld",104,2
"6359","Syphilis > 2 years or unspecified duration",2019-01-31,"Qld",28,0.5
"6360","Syphilis congenital",2019-01-31,"Qld",0,0
"6361","Diphtheria",2019-01-31,"Qld",0,0
"6362","Haemophilus influenzae type b",2019-01-31,"Qld",0,0
"6363","Influenza (laboratory confirmed)",2019-01-31,"Qld",2026,39.8
"6364","Measles",2019-01-31,"Qld",1,0
"6365","Mumps",2019-01-31,"Qld",7,0.1
"6366","Pertussis",2019-01-31,"Qld",172,3.4
"6367","Pneumococcal disease (invasive)",2019-01-31,"Qld",17,0.3
"6368","Poliovirus infection",2019-01-31,"Qld",0,0
"6369","Rotavirus",2019-01-31,"Qld",61,1.2
"6370","Rubella",2019-01-31,"Qld",1,0
"6371","Rubella congenital",2019-01-31,"Qld",0,0
"6372","Tetanus",2019-01-31,"Qld",0,0
"6373","Varicella zoster (chickenpox)",2019-01-31,"Qld",33,0.6
"6374","Varicella zoster (shingles)",2019-01-31,"Qld",274,5.4
"6375","Varicella zoster (unspecified)",2019-01-31,"Qld",461,9.1
"6376","Barmah Forest virus infection",2019-01-31,"Qld",10,0.2
"6377","Chikungunya virus infection",2019-01-31,"Qld",1,0
"6378","Dengue virus infection",2019-01-31,"Qld",28,0.5
"6379","Flavivirus infection (unspecified)",2019-01-31,"Qld",0,0
"6380","Japanese encephalitis virus infection",2019-01-31,"Qld",0,0
"6381","Malaria",2019-01-31,"Qld",18,0.4
"6382","Murray Valley encephalitis virus infection",2019-01-31,"Qld",0,0
"6383","Ross River virus infection",2019-01-31,"Qld",98,1.9
"6384","West Nile/Kunjin virus infection",2019-01-31,"Qld",0,0
"6385","Anthrax",2019-01-31,"Qld",0,0
"6386","Australian bat lyssavirus infection",2019-01-31,"Qld",0,0
"6387","Brucellosis",2019-01-31,"Qld",0,0
"6388","Leptospirosis",2019-01-31,"Qld",2,0
"6389","Lyssavirus infection (NEC)",2019-01-31,"Qld",0,0
"6390","Ornithosis",2019-01-31,"Qld",0,0
"6391","Q fever",2019-01-31,"Qld",18,0.4
"6392","Tularaemia",2019-01-31,"Qld",0,0
"6393","Hepatitis (NEC)",2018-12-31,"Qld",0,0
"6394","Hepatitis B (newly acquired)",2018-12-31,"Qld",3,0.1
"6395","Hepatitis B (unspecified)",2018-12-31,"Qld",48,1
"6396","Hepatitis C (newly acquired)",2018-12-31,"Qld",23,0.5
"6397","Hepatitis C (unspecified)",2018-12-31,"Qld",131,2.6
"6398","Hepatitis D",2018-12-31,"Qld",0,0
"6399","Botulism",2018-12-31,"Qld",0,0
"6400","Campylobacteriosis",2018-12-31,"Qld",691,13.8
"6401","Cryptosporidiosis",2018-12-31,"Qld",65,1.3
"6402","Haemolytic uraemic syndrome (HUS)",2018-12-31,"Qld",0,0
"6403","Hepatitis A",2018-12-31,"Qld",0,0
"6404","Hepatitis E",2018-12-31,"Qld",0,0
"6405","Listeriosis",2018-12-31,"Qld",2,0
"6406","Paratyphoid",2018-12-31,"Qld",0,0
"6407","STEC",2018-12-31,"Qld",3,0.1
"6408","Salmonellosis",2018-12-31,"Qld",307,6.1
"6409","Shigellosis",2018-12-31,"Qld",37,0.7
"6410","Typhoid Fever",2018-12-31,"Qld",4,0.1
"6411","Legionellosis",2018-12-31,"Qld",1,0
"6412","Leprosy",2018-12-31,"Qld",0,0
"6413","Meningococcal disease (invasive)",2018-12-31,"Qld",5,0.1
"6414","Tuberculosis",2018-12-31,"Qld",23,0.5
"6415","COVID-19",2018-12-31,"Qld",0,0
"6416","Cholera",2018-12-31,"Qld",0,0
"6417","Middle East respiratory syndrome coronavirus",2018-12-31,"Qld",0,0
"6418","Plague",2018-12-31,"Qld",0,0
"6419","Rabies",2018-12-31,"Qld",0,0
"6420","Smallpox",2018-12-31,"Qld",0,0
"6421","Viral haemorrhagic fever (NEC)",2018-12-31,"Qld",0,0
"6422","Yellow fever",2018-12-31,"Qld",0,0
"6423","Chlamydial infection",2018-12-31,"Qld",1605,32
"6424","Donovanosis",2018-12-31,"Qld",0,0
"6425","Gonococcal infection",2018-12-31,"Qld",419,8.4
"6426","Syphilis < 2 years",2018-12-31,"Qld",70,1.4
"6427","Syphilis > 2 years or unspecified duration",2018-12-31,"Qld",18,0.4
"6428","Syphilis congenital",2018-12-31,"Qld",0,0
"6429","Diphtheria",2018-12-31,"Qld",0,0
"6430","Haemophilus influenzae type b",2018-12-31,"Qld",1,0
"6431","Influenza (laboratory confirmed)",2018-12-31,"Qld",2043,40.8
"6432","Measles",2018-12-31,"Qld",2,0
"6433","Mumps",2018-12-31,"Qld",12,0.2
"6434","Pertussis",2018-12-31,"Qld",215,4.3
"6435","Pneumococcal disease (invasive)",2018-12-31,"Qld",15,0.3
"6436","Poliovirus infection",2018-12-31,"Qld",0,0
"6437","Rotavirus",2018-12-31,"Qld",59,1.2
"6438","Rubella",2018-12-31,"Qld",0,0
"6439","Rubella congenital",2018-12-31,"Qld",0,0
"6440","Tetanus",2018-12-31,"Qld",0,0
"6441","Varicella zoster (chickenpox)",2018-12-31,"Qld",95,1.9
"6442","Varicella zoster (shingles)",2018-12-31,"Qld",575,11.5
"6443","Varicella zoster (unspecified)",2018-12-31,"Qld",44,0.9
"6444","Barmah Forest virus infection",2018-12-31,"Qld",10,0.2
"6445","Chikungunya virus infection",2018-12-31,"Qld",0,0
"6446","Dengue virus infection",2018-12-31,"Qld",20,0.4
"6447","Flavivirus infection (unspecified)",2018-12-31,"Qld",1,0
"6448","Japanese encephalitis virus infection",2018-12-31,"Qld",0,0
"6449","Malaria",2018-12-31,"Qld",11,0.2
"6450","Murray Valley encephalitis virus infection",2018-12-31,"Qld",0,0
"6451","Ross River virus infection",2018-12-31,"Qld",71,1.4
"6452","West Nile/Kunjin virus infection",2018-12-31,"Qld",0,0
"6453","Anthrax",2018-12-31,"Qld",0,0
"6454","Australian bat lyssavirus infection",2018-12-31,"Qld",0,0
"6455","Brucellosis",2018-12-31,"Qld",1,0
"6456","Leptospirosis",2018-12-31,"Qld",4,0.1
"6457","Lyssavirus infection (NEC)",2018-12-31,"Qld",0,0
"6458","Ornithosis",2018-12-31,"Qld",0,0
"6459","Q fever",2018-12-31,"Qld",14,0.3
"6460","Tularaemia",2018-12-31,"Qld",0,0
"6461","Hepatitis (NEC)",2018-11-30,"Qld",0,0
"6462","Hepatitis B (newly acquired)",2018-11-30,"Qld",5,0.1
"6463","Hepatitis B (unspecified)",2018-11-30,"Qld",53,1.1
"6464","Hepatitis C (newly acquired)",2018-11-30,"Qld",27,0.5
"6465","Hepatitis C (unspecified)",2018-11-30,"Qld",150,3
"6466","Hepatitis D",2018-11-30,"Qld",2,0
"6467","Botulism",2018-11-30,"Qld",0,0
"6468","Campylobacteriosis",2018-11-30,"Qld",779,15.6
"6469","Cryptosporidiosis",2018-11-30,"Qld",87,1.7
"6470","Haemolytic uraemic syndrome (HUS)",2018-11-30,"Qld",0,0
"6471","Hepatitis A",2018-11-30,"Qld",8,0.2
"6472","Hepatitis E",2018-11-30,"Qld",0,0
"6473","Listeriosis",2018-11-30,"Qld",2,0
"6474","Paratyphoid",2018-11-30,"Qld",0,0
"6475","STEC",2018-11-30,"Qld",3,0.1
"6476","Salmonellosis",2018-11-30,"Qld",261,5.2
"6477","Shigellosis",2018-11-30,"Qld",52,1
"6478","Typhoid Fever",2018-11-30,"Qld",0,0
"6479","Legionellosis",2018-11-30,"Qld",4,0.1
"6480","Leprosy",2018-11-30,"Qld",0,0
"6481","Meningococcal disease (invasive)",2018-11-30,"Qld",7,0.1
"6482","Tuberculosis",2018-11-30,"Qld",11,0.2
"6483","COVID-19",2018-11-30,"Qld",0,0
"6484","Cholera",2018-11-30,"Qld",0,0
"6485","Middle East respiratory syndrome coronavirus",2018-11-30,"Qld",0,0
"6486","Plague",2018-11-30,"Qld",0,0
"6487","Rabies",2018-11-30,"Qld",0,0
"6488","Smallpox",2018-11-30,"Qld",0,0
"6489","Viral haemorrhagic fever (NEC)",2018-11-30,"Qld",0,0
"6490","Yellow fever",2018-11-30,"Qld",0,0
"6491","Chlamydial infection",2018-11-30,"Qld",2073,41.4
"6492","Donovanosis",2018-11-30,"Qld",0,0
"6493","Gonococcal infection",2018-11-30,"Qld",505,10.1
"6494","Syphilis < 2 years",2018-11-30,"Qld",96,1.9
"6495","Syphilis > 2 years or unspecified duration",2018-11-30,"Qld",28,0.6
"6496","Syphilis congenital",2018-11-30,"Qld",0,0
"6497","Diphtheria",2018-11-30,"Qld",1,0
"6498","Haemophilus influenzae type b",2018-11-30,"Qld",0,0
"6499","Influenza (laboratory confirmed)",2018-11-30,"Qld",1366,27.3
"6500","Measles",2018-11-30,"Qld",0,0
"6501","Mumps",2018-11-30,"Qld",11,0.2
"6502","Pertussis",2018-11-30,"Qld",254,5.1
"6503","Pneumococcal disease (invasive)",2018-11-30,"Qld",26,0.5
"6504","Poliovirus infection",2018-11-30,"Qld",0,0
