"","Disease","Date","State","Cases","Rates","Cases_7dayavg","Rates_7dayavg"
"2506","Gonococcal infection",2019-11-30,"South Australia",197,11.2,186.714285714286,10.6571428571429
"2507","Syphilis < 2 years",2019-11-30,"South Australia",18,1,189.428571428571,10.8142857142857
"2508","Syphilis > 2 years or unspecified duration",2019-11-30,"South Australia",9,0.5,189.571428571429,10.8142857142857
"2509","Influenza (laboratory confirmed)",2019-11-30,"South Australia",578,33,145.571428571429,8.3
"2510","Pertussis",2019-11-30,"South Australia",24,1.4,127.714285714286,7.28571428571428
"2511","Pneumococcal disease (invasive)",2019-11-30,"South Australia",9,0.5,168.857142857143,9.64285714285714
"2512","Rotavirus",2019-11-30,"South Australia",184,10.5,169.142857142857,9.65714285714285
"2513","Varicella zoster (chickenpox)",2019-11-30,"South Australia",72,4.1,87.5714285714286,5
"2514","Varicella zoster (shingles)",2019-11-30,"South Australia",306,17.5,84.5714285714286,4.82857142857142
"2515","Varicella zoster (unspecified)",2019-11-30,"South Australia",11,0.6,84,4.8
"2516","Dengue virus infection",2019-11-30,"South Australia",7,0.4,59.4285714285714,3.4
"2517","Malaria",2019-11-30,"South Australia",3,0.2,49.5714285714286,2.84285714285714
"2518","Ross River virus infection",2019-11-30,"South Australia",5,0.3,8.57142857142857,0.499999999999996
"2519","Hepatitis B (newly acquired)",2019-11-30,"Tasmania",1,0.2,6.14285714285714,1.15714285714286
"2520","Hepatitis B (unspecified)",2019-11-30,"Tasmania",4,0.7,17.7142857142857,3.31428571428572
"2521","Hepatitis C (newly acquired)",2019-11-30,"Tasmania",3,0.6,18.2857142857143,3.41428571428572
"2522","Hepatitis C (unspecified)",2019-11-30,"Tasmania",14,2.6,21,3.91428571428572
"2523","Campylobacteriosis",2019-11-30,"Tasmania",99,18.5,21.1428571428571,3.94285714285714
"2524","Cryptosporidiosis",2019-11-30,"Tasmania",5,0.9,21,3.92857142857143
"2525","Salmonellosis",2019-11-30,"Tasmania",21,3.9,20.7142857142857,3.87142857142857
"2526","Shigellosis",2019-11-30,"Tasmania",2,0.4,34.7142857142857,6.5
"2527","Legionellosis",2019-11-30,"Tasmania",3,0.6,24.7142857142857,4.62857142857143
"2528","Meningococcal disease (invasive)",2019-11-30,"Tasmania",1,0.2,24.1428571428571,4.52857142857143
"2529","Chlamydial infection",2019-11-30,"Tasmania",112,21,21.2857142857143,4
"2530","Gonococcal infection",2019-11-30,"Tasmania",29,5.4,31.1428571428571,5.84285714285714
"2531","Syphilis < 2 years",2019-11-30,"Tasmania",1,0.2,39.2857142857143,7.35714285714286
"2532","Syphilis > 2 years or unspecified duration",2019-11-30,"Tasmania",1,0.2,39.5714285714286,7.41428571428572
"2533","Influenza (laboratory confirmed)",2019-11-30,"Tasmania",71,13.3,24.8571428571429,4.65714285714286
"2534","Pertussis",2019-11-30,"Tasmania",60,11.2,21.7142857142857,4.07142857142857
"2535","Pneumococcal disease (invasive)",2019-11-30,"Tasmania",3,0.6,26.2857142857143,4.92857142857143
"2536","Rotavirus",2019-11-30,"Tasmania",9,1.7,30,5.62857142857143
"2537","Varicella zoster (chickenpox)",2019-11-30,"Tasmania",7,1.3,20,3.75714285714286
"2538","Varicella zoster (shingles)",2019-11-30,"Tasmania",33,6.2,11.8571428571429,2.24285714285714
"2539","Varicella zoster (unspecified)",2019-11-30,"Tasmania",27,5.1,11.5714285714286,2.18571428571429
"2540","Barmah Forest virus infection",2019-11-30,"Tasmania",1,0.2,10.5714285714286,2
"2541","Dengue virus infection",2019-11-30,"Tasmania",3,0.6,10,1.9
"2542","Malaria",2019-11-30,"Tasmania",1,0.2,6,1.14285714285714
"2543","Ross River virus infection",2019-11-30,"Tasmania",2,0.4,4.42857142857143,0.842857142857144
"2544","Q fever",2019-11-30,"Tasmania",3,0.6,22,4.12857142857143
"2545","Hepatitis B (unspecified)",2019-11-30,"Victoria",110,1.7,295,4.48571428571429
"2546","Hepatitis C (unspecified)",2019-11-30,"Victoria",104,1.6,280.857142857143,4.27142857142857
"2547","Campylobacteriosis",2019-11-30,"Victoria",677,10.3,252,3.82857142857143
"2548","Cryptosporidiosis",2019-11-30,"Victoria",51,0.8,177.571428571429,2.7
"2549","Hepatitis A",2019-11-30,"Victoria",16,0.2,168.571428571429,2.55714285714286
"2550","STEC",2019-11-30,"Victoria",14,0.2,156.285714285714,2.37142857142857
"2551","Salmonellosis",2019-11-30,"Victoria",271,4.1,64.7142857142857,0.971428571428573
"2552","Shigellosis",2019-11-30,"Victoria",47,0.7,112.857142857143,1.7
"2553","Legionellosis",2019-11-30,"Victoria",18,0.3,202.428571428571,3.07142857142857
"2554","Tuberculosis",2019-11-30,"Victoria",36,0.5,219.571428571429,3.32857142857143
"2555","Chlamydial infection",2019-11-30,"Victoria",388,5.9,192,2.91428571428572
"2556","Gonococcal infection",2019-11-30,"Victoria",643,9.8,322.714285714286,4.9
"2557","Syphilis < 2 years",2019-11-30,"Victoria",134,2,322.285714285714,4.88571428571429
"2558","Syphilis > 2 years or unspecified duration",2019-11-30,"Victoria",78,1.2,348.285714285714,5.28571428571429
"2559","Influenza (laboratory confirmed)",2019-11-30,"Victoria",962,14.6,297.714285714286,4.51428571428572
"2560","Measles",2019-11-30,"Victoria",15,0.2,217.714285714286,3.3
"2561","Pertussis",2019-11-30,"Victoria",218,3.3,216.142857142857,3.28571428571429
"2562","Pneumococcal disease (invasive)",2019-11-30,"Victoria",34,0.5,231.571428571429,3.51428571428572
"2563","Rotavirus",2019-11-30,"Victoria",83,1.3,190.428571428571,2.88571428571429
"2564","Varicella zoster (chickenpox)",2019-11-30,"Victoria",123,1.9,189.714285714286,2.88571428571429
"2565","Varicella zoster (shingles)",2019-11-30,"Victoria",186,2.8,176.142857142857,2.68571428571429
"2566","Varicella zoster (unspecified)",2019-11-30,"Victoria",674,10.2,188.857142857143,2.88571428571429
"2567","Malaria",2019-11-30,"Victoria",10,0.2,277,4.21428571428572
"2568","Hepatitis B (unspecified)",2019-11-30,"Western Australia",37,1.4,77.5714285714286,2.95714285714285
"2569","Hepatitis C (newly acquired)",2019-11-30,"Western Australia",12,0.5,79.2857142857143,3.02857142857142
"2570","Hepatitis C (unspecified)",2019-11-30,"Western Australia",68,2.6,80.2857142857143,3.07142857142857
"2571","Campylobacteriosis",2019-11-30,"Western Australia",371,14.2,109.285714285714,4.18571428571428
"2572","Cryptosporidiosis",2019-11-30,"Western Australia",31,1.2,108.857142857143,4.17142857142857
"2573","STEC",2019-11-30,"Western Australia",16,0.6,108.142857142857,4.14285714285714
"2574","Salmonellosis",2019-11-30,"Western Australia",230,8.8,101.285714285714,3.88571428571428
"2575","Shigellosis",2019-11-30,"Western Australia",34,1.3,189.285714285714,7.22857142857143
"2576","Legionellosis",2019-11-30,"Western Australia",7,0.3,233.428571428571,8.91428571428571
"2577","Tuberculosis",2019-11-30,"Western Australia",20,0.8,238,9.08571428571428
"2578","Chlamydial infection",2019-11-30,"Western Australia",987,37.6,208,7.94285714285714
"2579","Gonococcal infection",2019-11-30,"Western Australia",340,13,229.285714285714,8.75714285714285
"2580","Syphilis < 2 years",2019-11-30,"Western Australia",48,1.8,228.857142857143,8.74285714285714
"2581","Syphilis > 2 years or unspecified duration",2019-11-30,"Western Australia",20,0.8,229.857142857143,8.77142857142857
"2582","Influenza (laboratory confirmed)",2019-11-30,"Western Australia",183,7,91.8571428571429,3.51428571428571
"2583","Mumps",2019-11-30,"Western Australia",4,0.2,50.4285714285714,1.92857142857142
"2584","Pertussis",2019-11-30,"Western Australia",27,1,49.8571428571429,1.91428571428571
"2585","Pneumococcal disease (invasive)",2019-11-30,"Western Australia",21,0.8,75.4285714285714,2.88571428571428
"2586","Rotavirus",2019-11-30,"Western Australia",50,1.9,68.1428571428571,2.6
"2587","Varicella zoster (chickenpox)",2019-11-30,"Western Australia",44,1.7,72.1428571428571,2.74285714285714
"2588","Varicella zoster (shingles)",2019-11-30,"Western Australia",199,7.6,69,2.62857142857142
"2589","Varicella zoster (unspecified)",2019-11-30,"Western Australia",132,5,68.2857142857143,2.6
"2590","Dengue virus infection",2019-11-30,"Western Australia",32,1.2,66.2857142857143,2.52857142857142
"2591","Malaria",2019-11-30,"Western Australia",5,0.2,61.7142857142857,2.35714285714285
"2592","Ross River virus infection",2019-11-30,"Western Australia",16,0.6,43.2857142857143,1.65714285714285
"2593","Hepatitis B (unspecified)",2019-11-30,"Australia",442,1.7,714.571428571429,3.71428571428571
"2594","Hepatitis C (newly acquired)",2019-11-30,"Australia",87,0.3,738.857142857143,3.81428571428571
"2595","Hepatitis C (unspecified)",2019-11-30,"Australia",650,2.6,722.428571428571,3.75714285714286
"2596","Campylobacteriosis",2019-11-30,"Australia",3475,20.1,891.571428571429,4.42857142857143
"2597","Cryptosporidiosis",2019-11-30,"Australia",271,1.1,864.285714285714,4.32857142857143
"2598","STEC",2019-11-30,"Australia",69,0.3,859,4.31428571428571
"2599","Salmonellosis",2019-11-30,"Australia",1247,4.9,784.571428571429,4.01428571428571
"2600","Shigellosis",2019-11-30,"Australia",251,1,1328,5.24285714285714
"2601","Legionellosis",2019-11-30,"Australia",50,0.2,1689.85714285714,6.67142857142857
"2602","Tuberculosis",2019-11-30,"Australia",129,0.5,1752.28571428571,6.91428571428571
"2603","Chlamydial infection",2019-11-30,"Australia",7279,28.7,1603.42857142857,6.32857142857143
"2604","Gonococcal infection",2019-11-30,"Australia",2804,11.1,2101.42857142857,8.28571428571428
"2605","Syphilis < 2 years",2019-11-30,"Australia",506,2,2262.14285714286,8.91428571428571
"2606","Syphilis > 2 years or unspecified duration",2019-11-30,"Australia",205,0.8,2265.14285714286,8.92857142857143
"2607","Influenza (laboratory confirmed)",2019-11-30,"Australia",3737,14.7,1375,5.41428571428571
"2608","Pertussis",2019-11-30,"Australia",1175,4.6,1041.42857142857,4.08571428571428
"2609","Pneumococcal disease (invasive)",2019-11-30,"Australia",150,0.6,1177.14285714286,4.61428571428571
"2610","Rotavirus",2019-11-30,"Australia",1048,4.1,1277.14285714286,5.01428571428571
"2611","Varicella zoster (chickenpox)",2019-11-30,"Australia",469,1.8,758.571428571429,2.97142857142857
"2612","Varicella zoster (shingles)",2019-11-30,"Australia",1456,5.7,610.142857142857,2.38571428571428
"2613","Varicella zoster (unspecified)",2019-11-30,"Australia",905,3.6,595.571428571429,2.32857142857143
"2614","Dengue virus infection",2019-11-30,"Australia",107,0.4,500.285714285714,1.95714285714286
"2615","Ross River virus infection",2019-11-30,"Australia",136,0.5,443.857142857143,1.74285714285714
"2616","Q fever",2019-11-30,"Australia",48,0.2,329.714285714286,1.3
"2617","Hepatitis B (unspecified)",2019-12-31,"Australian Capital Territory",6,1.4,12.7142857142857,2.98571428571429
"2618","Hepatitis C (newly acquired)",2019-12-31,"Australian Capital Territory",1,0.2,10.2857142857143,2.41428571428572
"2619","Hepatitis C (unspecified)",2019-12-31,"Australian Capital Territory",5,1.2,12,2.81428571428572
"2620","Campylobacteriosis",2019-12-31,"Australian Capital Territory",51,12,12.5714285714286,2.94285714285714
"2621","STEC",2019-12-31,"Australian Capital Territory",1,0.2,11.8571428571429,2.77142857142857
"2622","Salmonellosis",2019-12-31,"Australian Capital Territory",18,4.2,12,2.81428571428572
"2623","Shigellosis",2019-12-31,"Australian Capital Territory",6,1.4,27,6.32857142857143
"2624","Typhoid Fever",2019-12-31,"Australian Capital Territory",1,0.2,23.7142857142857,5.55714285714286
"2625","Tuberculosis",2019-12-31,"Australian Capital Territory",2,0.5,24.2857142857143,5.7
"2626","Chlamydial infection",2019-12-31,"Australian Capital Territory",110,25.8,21.8571428571429,5.12857142857143
"2627","Gonococcal infection",2019-12-31,"Australian Capital Territory",28,6.6,31.8571428571429,7.47142857142857
"2628","Syphilis < 2 years",2019-12-31,"Australian Capital Territory",5,1.2,33.8571428571429,7.94285714285714
"2629","Syphilis > 2 years or unspecified duration",2019-12-31,"Australian Capital Territory",1,0.2,34.1428571428571,8
"2630","Influenza (laboratory confirmed)",2019-12-31,"Australian Capital Territory",76,17.8,22.8571428571429,5.35714285714286
"2631","Pertussis",2019-12-31,"Australian Capital Territory",15,3.5,23.5714285714286,5.51428571428572
"2632","Rotavirus",2019-12-31,"Australian Capital Territory",4,0.9,24.4285714285714,5.71428571428572
"2633","Varicella zoster (chickenpox)",2019-12-31,"Australian Capital Territory",31,7.3,24.7142857142857,5.78571428571429
"2634","Varicella zoster (shingles)",2019-12-31,"Australian Capital Territory",33,7.7,14.8571428571429,3.47142857142857
"2635","Varicella zoster (unspecified)",2019-12-31,"Australian Capital Territory",11,2.6,12.8571428571429,3
"2636","Dengue virus infection",2019-12-31,"Australian Capital Territory",3,0.7,13.4285714285714,3.14285714285714
"2637","Hepatitis B (unspecified)",2019-12-31,"New South Wales",123,1.5,202.142857142857,2.48571428571429
"2638","Hepatitis C (unspecified)",2019-12-31,"New South Wales",237,2.9,240.857142857143,2.97142857142858
"2639","Campylobacteriosis",2019-12-31,"New South Wales",893,11,247.285714285714,3.04285714285715
"2640","Cryptosporidiosis",2019-12-31,"New South Wales",77,1,250.285714285714,3.08571428571429
"2641","Salmonellosis",2019-12-31,"New South Wales",313,3.9,571.428571428571,7.05714285714286
"2642","Shigellosis",2019-12-31,"New South Wales",68,0.8,659.714285714286,8.15714285714286
"2643","Tuberculosis",2019-12-31,"New South Wales",41,0.5,553.571428571429,6.85714285714286
"2644","Chlamydial infection",2019-12-31,"New South Wales",2371,29.3,548.285714285714,6.78571428571429
"2645","Gonococcal infection",2019-12-31,"New South Wales",855,10.6,685.428571428571,8.47142857142858
"2646","Syphilis < 2 years",2019-12-31,"New South Wales",150,1.9,748.714285714286,9.25714285714286
"2647","Syphilis > 2 years or unspecified duration",2019-12-31,"New South Wales",40,0.5,751.571428571429,9.30000000000001
"2648","Influenza (laboratory confirmed)",2019-12-31,"New South Wales",1273,15.7,460.571428571429,5.7
"2649","Pertussis",2019-12-31,"New South Wales",511,6.3,342.714285714286,4.24285714285715
"2650","Pneumococcal disease (invasive)",2019-12-31,"New South Wales",61,0.8,324.285714285714,4.01428571428572
"2651","Rotavirus",2019-12-31,"New South Wales",334,4.1,321,3.97142857142858
"2652","Dengue virus infection",2019-12-31,"New South Wales",30,0.4,162.714285714286,2.01428571428572
"2653","Ross River virus infection",2019-12-31,"New South Wales",21,0.3,125.714285714286,1.55714285714286
"2654","Q fever",2019-12-31,"New South Wales",17,0.2,258.714285714286,3.2
"2655","Hepatitis B (unspecified)",2019-12-31,"Northern Territory",4,1.6,11.5714285714286,4.68571428571428
"2656","Hepatitis C (unspecified)",2019-12-31,"Northern Territory",20,8.1,11.4285714285714,4.62857142857142
"2657","Campylobacteriosis",2019-12-31,"Northern Territory",38,15.4,17.8571428571429,7.24285714285714
"2658","Cryptosporidiosis",2019-12-31,"Northern Territory",10,4.1,20,8.11428571428571
"2659","Hepatitis A",2019-12-31,"Northern Territory",1,0.4,20.1428571428571,8.17142857142857
"2660","Salmonellosis",2019-12-31,"Northern Territory",46,18.7,43.5714285714286,17.7
"2661","Shigellosis",2019-12-31,"Northern Territory",21,8.5,48.1428571428571,19.5571428571429
"2662","Tuberculosis",2019-12-31,"Northern Territory",5,2,50.1428571428571,20.3714285714286
"2663","Chlamydial infection",2019-12-31,"Northern Territory",184,74.8,50.7142857142857,20.6
"2664","Gonococcal infection",2019-12-31,"Northern Territory",70,28.4,71.2857142857143,28.9571428571429
"2665","Syphilis < 2 years",2019-12-31,"Northern Territory",24,9.8,68.4285714285714,27.8
"2666","Syphilis > 2 years or unspecified duration",2019-12-31,"Northern Territory",5,2,67.8571428571429,27.5714285714286
"2667","Influenza (laboratory confirmed)",2019-12-31,"Northern Territory",190,77.2,42.5714285714286,17.2857142857143
"2668","Measles",2019-12-31,"Northern Territory",1,0.4,35.7142857142857,14.5
"2669","Pertussis",2019-12-31,"Northern Territory",1,0.4,33,13.3857142857143
"2670","Pneumococcal disease (invasive)",2019-12-31,"Northern Territory",7,2.8,37.2857142857143,15.1285714285714
"2671","Rotavirus",2019-12-31,"Northern Territory",22,8.9,10.2857142857143,4.15714285714285
"2672","Varicella zoster (chickenpox)",2019-12-31,"Northern Territory",5,2,10.2857142857143,4.15714285714285
"2673","Varicella zoster (shingles)",2019-12-31,"Northern Territory",35,14.2,10.2857142857143,4.15714285714285
"2674","Barmah Forest virus infection",2019-12-31,"Northern Territory",1,0.4,10.5714285714286,4.28571428571428
"2675","Dengue virus infection",2019-12-31,"Northern Territory",1,0.4,8.14285714285714,3.3
"2676","Malaria",2019-12-31,"Northern Territory",1,0.4,8.57142857142857,3.48571428571428
"2677","Ross River virus infection",2019-12-31,"Northern Territory",9,3.7,7.28571428571429,2.97142857142857
"2678","Hepatitis B (unspecified)",2019-12-31,"Queensland",72,1.4,172.428571428571,3.38571428571429
"2679","Hepatitis C (newly acquired)",2019-12-31,"Queensland",53,1,178.142857142857,3.5
"2680","Hepatitis C (unspecified)",2019-12-31,"Queensland",167,3.3,232.571428571429,4.57142857142857
"2681","Campylobacteriosis",2019-12-31,"Queensland",803,15.8,236.142857142857,4.64285714285715
"2682","Cryptosporidiosis",2019-12-31,"Queensland",55,1.1,227.428571428571,4.47142857142857
"2683","Salmonellosis",2019-12-31,"Queensland",456,9,448.142857142857,8.81428571428571
"2684","Shigellosis",2019-12-31,"Queensland",47,0.9,494.857142857143,9.72857142857143
"2685","Tuberculosis",2019-12-31,"Queensland",11,0.2,394.285714285714,7.74285714285714
"2686","Chlamydial infection",2019-12-31,"Queensland",1598,31.4,390.428571428571,7.65714285714286
"2687","Gonococcal infection",2019-12-31,"Queensland",494,9.7,417.857142857143,8.18571428571429
"2688","Syphilis < 2 years",2019-12-31,"Queensland",99,1.9,436.714285714286,8.55714285714286
"2689","Syphilis > 2 years or unspecified duration",2019-12-31,"Queensland",28,0.5,439.428571428571,8.61428571428572
"2690","Influenza (laboratory confirmed)",2019-12-31,"Queensland",648,12.7,235.285714285714,4.6
"2691","Pertussis",2019-12-31,"Queensland",179,3.5,177.428571428571,3.45714285714286
"2692","Pneumococcal disease (invasive)",2019-12-31,"Queensland",30,0.6,252.428571428571,4.94285714285714
"2693","Rotavirus",2019-12-31,"Queensland",169,3.3,259.428571428571,5.08571428571429
"2694","Varicella zoster (chickenpox)",2019-12-31,"Queensland",89,1.7,168.142857142857,3.3
"2695","Varicella zoster (shingles)",2019-12-31,"Queensland",624,12.3,150.714285714286,2.95714285714286
"2696","Varicella zoster (unspecified)",2019-12-31,"Queensland",77,1.5,149.428571428571,2.92857142857143
"2697","Barmah Forest virus infection",2019-12-31,"Queensland",9,0.2,133.714285714286,2.62857142857143
"2698","Ross River virus infection",2019-12-31,"Queensland",57,1.1,127.857142857143,2.51428571428572
"2699","Q fever",2019-12-31,"Queensland",21,0.4,59,1.15714285714286
"2700","Hepatitis B (unspecified)",2019-12-31,"South Australia",12,0.7,47.5714285714286,2.72857142857142
"2701","Hepatitis C (newly acquired)",2019-12-31,"South Australia",3,0.2,48.2857142857143,2.77142857142857
"2702","Hepatitis C (unspecified)",2019-12-31,"South Australia",19,1.1,51.7142857142857,2.95714285714285
"2703","Campylobacteriosis",2019-12-31,"South Australia",284,16.2,63.1428571428571,3.61428571428571
"2704","Cryptosporidiosis",2019-12-31,"South Australia",12,0.7,63.8571428571429,3.65714285714285
"2705","STEC",2019-12-31,"South Australia",27,1.5,64.1428571428571,3.67142857142857
"2706","Salmonellosis",2019-12-31,"South Australia",85,4.9,63,3.6
"2707","Shigellosis",2019-12-31,"South Australia",17,1,82.2857142857143,4.7
"2708","Legionellosis",2019-12-31,"South Australia",5,0.3,103.285714285714,5.9
"2709","Tuberculosis",2019-12-31,"South Australia",11,0.6,101.714285714286,5.81428571428571
"2710","Chlamydial infection",2019-12-31,"South Australia",419,23.9,90.7142857142857,5.18571428571428
"2711","Gonococcal infection",2019-12-31,"South Australia",159,9.1,151.857142857143,8.67142857142857
"2712","Syphilis < 2 years",2019-12-31,"South Australia",16,0.9,153.857142857143,8.78571428571428
"2713","Syphilis > 2 years or unspecified duration",2019-12-31,"South Australia",8,0.5,154,8.8
"2714","Influenza (laboratory confirmed)",2019-12-31,"South Australia",445,25.4,117.428571428571,6.71428571428571
"2715","Pertussis",2019-12-31,"South Australia",19,1.1,101.428571428571,5.8
"2716","Pneumococcal disease (invasive)",2019-12-31,"South Australia",12,0.7,137,7.82857142857142
"2717","Rotavirus",2019-12-31,"South Australia",163,9.3,138.571428571429,7.91428571428571
"2718","Varicella zoster (chickenpox)",2019-12-31,"South Australia",47,2.7,75.7142857142857,4.32857142857142
"2719","Varicella zoster (shingles)",2019-12-31,"South Australia",265,15.1,73.7142857142857,4.21428571428571
"2720","Varicella zoster (unspecified)",2019-12-31,"South Australia",19,1.1,75.2857142857143,4.3
"2721","Dengue virus infection",2019-12-31,"South Australia",5,0.3,52.4285714285714,3
"2722","Malaria",2019-12-31,"South Australia",5,0.3,48.2857142857143,2.75714285714285
"2723","Hepatitis B (unspecified)",2019-12-31,"Tasmania",5,0.9,21.7142857142857,4.07142857142857
"2724","Hepatitis C (unspecified)",2019-12-31,"Tasmania",16,3,24.4285714285714,4.57142857142857
"2725","Campylobacteriosis",2019-12-31,"Tasmania",124,23.2,24.4285714285714,4.57142857142857
"2726","Cryptosporidiosis",2019-12-31,"Tasmania",1,0.2,24.2857142857143,4.54285714285714
"2727","Salmonellosis",2019-12-31,"Tasmania",20,3.7,38.8571428571429,7.27142857142857
"2728","Legionellosis",2019-12-31,"Tasmania",2,0.4,38.4285714285714,7.18571428571429
"2729","Tuberculosis",2019-12-31,"Tasmania",2,0.4,20.8571428571429,3.9
"2730","Chlamydial infection",2019-12-31,"Tasmania",107,20,21.1428571428571,3.95714285714286
"2731","Gonococcal infection",2019-12-31,"Tasmania",13,2.4,26.1428571428571,4.9
"2732","Syphilis < 2 years",2019-12-31,"Tasmania",1,0.2,26,4.87142857142857
"2733","Syphilis > 2 years or unspecified duration",2019-12-31,"Tasmania",3,0.6,29.7142857142857,5.55714285714286
"2734","Influenza (laboratory confirmed)",2019-12-31,"Tasmania",55,10.3,14.7142857142857,2.75714285714286
"2735","Mumps",2019-12-31,"Tasmania",1,0.2,15.4285714285714,2.9
"2736","Pertussis",2019-12-31,"Tasmania",28,5.2,16,3
"2737","Pneumococcal disease (invasive)",2019-12-31,"Tasmania",2,0.4,19.5714285714286,3.65714285714286
"2738","Rotavirus",2019-12-31,"Tasmania",18,3.4,14.8571428571429,2.77142857142857
"2739","Varicella zoster (chickenpox)",2019-12-31,"Tasmania",5,0.9,14.8571428571429,2.77142857142857
"2740","Varicella zoster (shingles)",2019-12-31,"Tasmania",28,5.2,11,2.05714285714286
"2741","Varicella zoster (unspecified)",2019-12-31,"Tasmania",22,4.1,10.8571428571429,2.02857142857143
"2742","Barmah Forest virus infection",2019-12-31,"Tasmania",1,0.2,8.71428571428571,1.62857142857143
"2743","Dengue virus infection",2019-12-31,"Tasmania",1,0.2,8.28571428571429,1.55714285714286
"2744","Malaria",2019-12-31,"Tasmania",1,0.2,4.85714285714286,0.914285714285715
"2745","Ross River virus infection",2019-12-31,"Tasmania",3,0.6,3.14285714285714,0.600000000000001
"2746","Q fever",2019-12-31,"Tasmania",2,0.4,17.2857142857143,3.24285714285714
"2747","Hepatitis B (unspecified)",2019-12-31,"Victoria",123,1.9,268.571428571429,4.08571428571429
"2748","Hepatitis C (unspecified)",2019-12-31,"Victoria",123,1.9,244,3.71428571428572
"2749","Campylobacteriosis",2019-12-31,"Victoria",700,10.6,149.428571428571,2.28571428571429
"2750","Cryptosporidiosis",2019-12-31,"Victoria",64,1,185.714285714286,2.82857142857143
"2751","Hepatitis A",2019-12-31,"Victoria",14,0.2,174.142857142857,2.64285714285714
"2752","STEC",2019-12-31,"Victoria",12,0.2,158.571428571429,2.4
"2753","Salmonellosis",2019-12-31,"Victoria",264,4,65.8571428571429,1
"2754","Shigellosis",2019-12-31,"Victoria",42,0.6,102.571428571429,1.55714285714286
"2755","Legionellosis",2019-12-31,"Victoria",14,0.2,190,2.88571428571429
"2756","Tuberculosis",2019-12-31,"Victoria",51,0.8,202.857142857143,3.07142857142857
"2757","Chlamydial infection",2019-12-31,"Victoria",321,4.9,174.857142857143,2.64285714285715
"2758","Gonococcal infection",2019-12-31,"Victoria",626,9.5,364.571428571429,5.52857142857143
"2759","Syphilis < 2 years",2019-12-31,"Victoria",102,1.5,399.857142857143,6.07142857142857
"2760","Syphilis > 2 years or unspecified duration",2019-12-31,"Victoria",68,1,397.285714285714,6.02857142857143
"2761","Influenza (laboratory confirmed)",2019-12-31,"Victoria",1370,20.8,361.571428571429,5.48571428571429
"2762","Pertussis",2019-12-31,"Victoria",261,4,287.857142857143,4.37142857142857
"2763","Pneumococcal disease (invasive)",2019-12-31,"Victoria",33,0.5,299.571428571429,4.55714285714286
"2764","Rotavirus",2019-12-31,"Victoria",71,1.1,394.714285714286,6
"2765","Varicella zoster (chickenpox)",2019-12-31,"Victoria",110,1.7,216.285714285714,3.28571428571429
"2766","Varicella zoster (shingles)",2019-12-31,"Victoria",184,2.8,194.285714285714,2.94285714285714
"2767","Varicella zoster (unspecified)",2019-12-31,"Victoria",734,11.1,308.142857142857,4.67142857142857
"2768","Hepatitis B (unspecified)",2019-12-31,"Western Australia",36,1.4,66.8571428571429,2.55714285714285
"2769","Hepatitis C (newly acquired)",2019-12-31,"Western Australia",12,0.5,66,2.52857142857142
"2770","Hepatitis C (unspecified)",2019-12-31,"Western Australia",70,2.7,67.2857142857143,2.57142857142857
"2771","Campylobacteriosis",2019-12-31,"Western Australia",297,11.3,92.1428571428571,3.51428571428571
"2772","Cryptosporidiosis",2019-12-31,"Western Australia",26,1,91.5714285714286,3.48571428571428
"2773","STEC",2019-12-31,"Western Australia",14,0.5,91.8571428571429,3.48571428571428
"2774","Salmonellosis",2019-12-31,"Western Australia",190,7.2,203,7.71428571428571
"2775","Shigellosis",2019-12-31,"Western Australia",32,1.2,206.428571428571,7.84285714285714
"2776","Tuberculosis",2019-12-31,"Western Australia",14,0.5,208.142857142857,7.9
"2777","Chlamydial infection",2019-12-31,"Western Australia",848,32.3,208.428571428571,7.91428571428571
"2778","Gonococcal infection",2019-12-31,"Western Australia",321,12.2,217.571428571429,8.27142857142857
"2779","Syphilis < 2 years",2019-12-31,"Western Australia",38,1.4,220.857142857143,8.4
"2780","Syphilis > 2 years or unspecified duration",2019-12-31,"Western Australia",16,0.6,221,8.41428571428571
"2781","Influenza (laboratory confirmed)",2019-12-31,"Western Australia",254,9.7,106.285714285714,4.04285714285714
"2782","Pertussis",2019-12-31,"Western Australia",55,2.1,69.2857142857143,2.64285714285714
"2783","Pneumococcal disease (invasive)",2019-12-31,"Western Australia",15,0.6,90.7142857142857,3.47142857142857
"2784","Rotavirus",2019-12-31,"Western Australia",45,1.7,103.571428571429,3.95714285714285
"2785","Varicella zoster (chickenpox)",2019-12-31,"Western Australia",62,2.4,70.8571428571429,2.71428571428571
"2786","Varicella zoster (shingles)",2019-12-31,"Western Australia",188,7.2,65,2.48571428571428
"2787","Varicella zoster (unspecified)",2019-12-31,"Western Australia",106,4,68.4285714285714,2.61428571428571
"2788","Dengue virus infection",2019-12-31,"Western Australia",25,1,63,2.41428571428571
"2789","Ross River virus infection",2019-12-31,"Western Australia",14,0.5,64,2.44285714285714
"2790","Hepatitis B (unspecified)",2019-12-31,"Australia",381,1.5,656.142857142857,3.42857142857143
"2791","Hepatitis C (newly acquired)",2019-12-31,"Australia",74,0.3,675.857142857143,3.51428571428571
"2792","Hepatitis C (unspecified)",2019-12-31,"Australia",657,2.6,666,3.48571428571428
"2793","Campylobacteriosis",2019-12-31,"Australia",3190,18.5,858,4.24285714285714
